arm,image_path,true_label,original_prediction,perturbed_prediction,mode,stability,prediction_flipped,original_confidence,perturbed_confidence,confidence_change
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1110.png,0,0,0,zero,0.9999574422836304,False,0.9999407529830932,0.9998981952667236,-4.2557716369628906e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1112.png,0,0,1,zero,0.0273566246032714,True,0.9999009370803832,0.7216865420341492,-0.2782143950462341
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1115.png,0,0,0,zero,0.8970585465431213,False,0.9999998807907104,0.8970584273338318,-0.1029414534568786
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1116.png,0,0,0,zero,0.9971750974655152,False,0.9971635937690736,0.999988317489624,0.0028247237205505
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1127.png,0,0,0,zero,0.4359883069992065,False,0.9990123510360718,0.4350006282329559,-0.5640116930007935
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-113.png,0,0,0,zero,0.9947502613067628,False,0.9994736313819884,0.9942238926887512,-0.0052497386932373
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1142.png,0,0,0,zero,0.9924554228782654,False,0.999883770942688,0.992339253425598,-0.0075445175170898
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1143.png,0,0,0,zero,0.9985477328300476,False,0.9985458850860596,0.9999980926513672,0.0014522075653076
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1147.png,0,0,0,zero,0.9837969541549684,False,0.976389706134796,0.992592751979828,0.0162030458450317
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1160.png,0,0,0,zero,0.9867671728134156,False,0.9972358345985411,0.9840030074119568,-0.0132328271865844
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1166.png,0,0,0,zero,0.6889432072639465,False,0.6522583365440369,0.9554686546325684,0.3032103180885315
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1169.png,0,0,0,zero,0.9788987636566162,False,0.9997425675392152,0.9786413311958312,-0.0211012363433837
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-118.png,0,0,3,zero,0.023883581161499,True,0.9887680411338806,0.9615395069122314,-0.0272285342216491
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1182.png,0,0,0,zero,0.9939631223678588,False,0.9999585151672364,0.9939216375350952,-0.0060368776321411
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1184.png,0,0,0,zero,0.9999499320983888,False,0.999948263168335,0.9999029636383056,-4.529953002929688e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1193.png,0,0,0,zero,0.931111752986908,False,0.9309991002082824,0.9974740147590636,0.0664749145507812
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-120.png,0,0,0,zero,0.9996232390403748,False,0.9999585151672364,0.9995817542076112,-0.0003767609596252
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1200.png,0,0,0,zero,0.9958996176719666,False,0.9999996423721312,0.995899260044098,-0.0041003823280334
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1203.png,0,0,0,zero,0.9557511210441588,False,0.999947428703308,0.955746591091156,-0.0442008376121521
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-121.png,0,2,0,zero,0.2387000322341919,True,0.7514050006866455,0.8697121739387512,0.1183071732521057
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1216.png,0,0,0,zero,0.9996976256370544,False,0.9996875524520874,0.9999898672103882,0.0003023147583007
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1219.png,0,0,1,zero,0.0617451667785644,True,0.9982774257659912,0.9395304322242736,-0.0587469935417175
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1222.png,0,0,0,zero,0.939831018447876,False,0.8459481596946716,0.9020824432373048,0.056134283542633
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1228.png,0,0,0,zero,0.9999950528144836,False,0.9999862909317015,0.9999911785125732,4.887580871582031e-06
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1236.png,0,0,0,zero,0.9394360780715942,False,0.9384940266609192,0.9721107482910156,0.0336167216300964
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1239.png,0,0,0,zero,0.9997626543045044,False,1.0,0.9997625946998596,-0.0002374053001403
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1250.png,0,0,3,zero,0.072079598903656,True,0.9998509883880616,0.9162654280662536,-0.0835855603218078
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1262.png,0,0,0,zero,0.9956231713294984,False,0.9999154806137084,0.9955386519432068,-0.0043768286705017
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1287.png,0,0,0,zero,0.8649526834487915,False,0.8649513721466064,0.9999979734420776,0.1350466012954712
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-130.png,0,0,3,zero,0.0184800624847412,True,0.753234326839447,0.967847466468811,0.214613139629364
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1301.png,0,0,0,zero,0.9989454746246338,False,0.9985987544059752,0.9994124174118042,0.0008136630058288
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1319.png,0,0,0,zero,0.997034788131714,False,0.997029423713684,0.9999946355819702,0.0029652118682861
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-132.png,0,0,0,zero,0.984490156173706,False,0.9999876022338868,0.9844777584075928,-0.0155098438262939
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1326.png,0,0,0,zero,0.9987497925758362,False,0.9980668425559998,0.9993170499801636,0.0012502074241638
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1333.png,0,0,0,zero,0.9999014735221864,False,0.9999996423721312,0.9999010562896729,-9.85860824584961e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1334.png,0,0,0,zero,0.9907386302947998,False,0.9907271862030028,0.9999885559082032,0.0092613697052001
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1336.png,0,0,0,zero,0.9931415319442748,False,0.999625563621521,0.9929346442222596,-0.0066909193992614
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1339.png,0,0,0,zero,0.999508261680603,False,0.9999797344207764,0.9994890689849854,-0.000490665435791
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-134.png,0,0,0,zero,0.9975356459617616,False,0.9972858428955078,0.9994643330574036,0.0021784901618957
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1344.png,0,0,0,zero,0.9994757771492004,False,0.9999979734420776,0.999473750591278,-0.0005242228507995
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1348.png,0,0,0,zero,0.6216682195663452,False,0.9119698405265808,0.602968692779541,-0.3090011477470398
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1350.png,0,0,0,zero,0.9999980926513672,False,1.0,0.9999980926513672,-1.9073486328125e-06
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1354.png,0,0,3,zero,0.0774461030960083,True,0.99903666973114,0.849051296710968,-0.1499853730201721
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1359.png,0,0,0,zero,0.9995855689048768,False,0.9999840259552002,0.9995695948600768,-0.0004144310951232
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1361.png,0,2,0,zero,0.1202256083488464,True,0.7251519560813904,0.9083610773086548,0.1832091212272644
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1401.png,0,0,0,zero,0.9999704360961914,False,0.9999998807907104,0.999970316886902,-2.956390380859375e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1405.png,0,0,0,zero,0.9992011785507202,False,0.9999974966049194,0.9991987347602844,-0.000798761844635
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1418.png,0,0,0,zero,0.7443579435348511,False,0.7436311841011047,0.9979054927825928,0.254274308681488
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1419.png,0,0,0,zero,0.9987472295761108,False,0.9994767308235168,0.998323380947113,-0.0011533498764038
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1424.png,0,0,0,zero,0.999809980392456,False,0.9998082518577576,0.99999737739563,0.0001891255378723
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1426.png,0,0,0,zero,0.999221682548523,False,0.9992114305496216,0.9999897480010986,0.000778317451477
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1437.png,0,0,0,zero,0.9999252557754515,False,0.9999555349349976,0.9998807907104492,-7.474422454833984e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1438.png,0,0,0,zero,0.9847424626350404,False,0.9995278120040894,0.9842702746391296,-0.0152575373649597
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1441.png,0,0,0,zero,0.9933211207389832,False,0.9999943971633912,0.9933155179023744,-0.0066788792610168
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1448.png,0,0,0,zero,0.9998887777328492,False,0.9998879432678224,0.999955415725708,6.747245788574219e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1450.png,0,0,0,zero,0.9999889135360718,False,1.0,0.9999889135360718,-1.1086463928222656e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-147.png,0,0,0,zero,0.9997644424438475,False,0.9999741315841676,0.9997431635856628,-0.0002309679985046
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1470.png,0,0,0,zero,0.9999601244926452,False,0.999948501586914,0.9999547004699708,6.198883056640625e-06
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1477.png,0,0,0,zero,0.9421865940093994,False,0.9999991655349731,0.9421856999397278,-0.0578134655952453
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1482.png,0,0,3,zero,0.2650944590568542,True,0.9999959468841552,0.7253027558326721,-0.2746931910514831
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1485.png,0,0,0,zero,0.9928699731826782,False,0.999987244606018,0.9928572177886964,-0.0071300268173217
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1486.png,0,0,0,zero,0.8865407109260559,False,0.8825700879096985,0.9960293769836426,0.113459289073944
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1490.png,0,0,0,zero,0.9999260306358336,False,0.9999191761016846,0.999992847442627,7.367134094238281e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1510.png,0,0,0,zero,0.9999752640724182,False,0.9999690055847168,0.9999762773513794,7.271766662597656e-06
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1518.png,0,0,0,zero,0.9811557531356812,False,0.9809313416481018,0.9997755885124208,0.0188442468643188
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1534.png,0,0,0,zero,0.9999783039093018,False,0.9999890327453612,0.9999688863754272,-2.014636993408203e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1539.png,0,0,0,zero,0.825542688369751,False,0.9510548114776612,0.776608943939209,-0.1744458675384521
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1544.png,0,0,0,zero,0.9990183115005492,False,0.9999997615814208,0.9990180730819702,-0.0009816884994506
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-156.png,0,0,0,zero,0.9996160268783568,False,0.9994921684265136,0.9997037053108216,0.0002115368843078
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1560.png,0,0,0,zero,0.910159945487976,False,0.995389461517334,0.9081352353096008,-0.0872542262077331
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1561.png,0,0,0,zero,0.9999542236328124,False,0.9999514818191528,0.9999929666519164,4.148483276367188e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1569.png,0,0,0,zero,0.9988276362419128,False,0.999997854232788,0.9988254904747008,-0.0011723637580871
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1570.png,0,0,0,zero,0.9942120313644408,False,0.9942032694816588,0.9999843835830688,0.0057811141014099
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1573.png,0,0,0,zero,0.9992724657058716,False,0.9991955161094666,0.9995597004890442,0.0003641843795776
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1575.png,0,0,0,zero,0.9949758648872375,False,0.9999279975891112,0.9949236512184144,-0.005004346370697
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1576.png,0,0,0,zero,0.99993896484375,False,0.9999263286590576,0.99986732006073,-5.900859832763672e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1580.png,0,0,0,zero,0.9781347513198853,False,0.997272789478302,0.9754075407981871,-0.0218652486801147
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1586.png,0,0,0,zero,0.9999080300331116,False,0.9999935626983644,0.999901533126831,-9.202957153320312e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-159.png,0,0,0,zero,0.9789406657218932,False,0.9788057208061218,0.9998650550842284,0.0210593342781066
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1591.png,0,0,0,zero,0.9999728202819824,False,0.9999706745147704,0.999997854232788,2.7179718017578125e-05
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1604.png,0,0,3,zero,0.7607420682907104,True,0.4753523766994476,0.609001874923706,0.1336494982242584
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1611.png,0,0,0,zero,0.997230052947998,False,0.9971320629119872,0.9999020099639891,0.0027699470520019
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1614.png,0,0,0,zero,0.7292736172676086,False,0.9990517497062684,0.728325366973877,-0.2707263827323913
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1618.png,0,0,0,zero,0.9978874921798706,False,0.9997654557228088,0.997837245464325,-0.0019282102584838
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1619.png,0,0,0,zero,0.9986543655395508,False,0.9986246824264526,0.9999239444732666,0.0012992620468139
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1631.png,0,0,0,zero,0.9996830224990844,False,0.9993194341659546,0.9992157220840454,-0.0001037120819091
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1636.png,0,0,0,zero,0.7118533849716187,False,0.9891325831413268,0.7018953561782837,-0.2872372269630432
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1637.png,0,0,0,zero,0.9997394680976868,False,0.9997373223304749,0.999997854232788,0.0002605319023132
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1640.png,0,0,0,zero,0.8881291747093201,False,0.9999984502792358,0.8881276249885559,-0.1118708252906799
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1643.png,0,0,0,zero,0.9998469352722168,False,0.9998703002929688,0.9997629523277284,-0.0001073479652404
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1658.png,0,0,0,zero,0.9908746480941772,False,0.9992344379425048,0.990109086036682,-0.0091253519058227
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1664.png,0,0,0,zero,0.8102037906646729,False,0.9999822378158568,0.8101860284805298,-0.1897962093353271
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1665.png,0,0,0,zero,0.9988416433334352,False,0.9988190531730652,0.9999774694442748,0.0011584162712097
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1671.png,0,0,0,zero,0.9320389032363892,False,0.932015061378479,0.9999761581420898,0.0679610967636108
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1681.png,0,0,0,zero,0.9721883535385132,False,0.9721774458885192,0.9999891519546508,0.0278117060661315
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1683.png,0,0,0,zero,0.9993420243263244,False,0.999503254890442,0.9991886019706726,-0.0003146529197692
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1685.png,0,0,0,zero,0.999629557132721,False,0.9996165037155152,0.999987006187439,0.0003705024719238
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1692.png,0,0,0,zero,0.9997783303260804,False,0.9999815225601196,0.9997598528862,-0.0002216696739196
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1704.png,0,0,0,zero,0.9174407720565796,False,0.9999996423721312,0.9174404144287108,-0.0825592279434204
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1710.png,0,0,0,zero,0.8683382272720337,False,0.8683138489723206,0.999975562095642,0.1316617131233215
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1716.png,0,0,0,zero,0.974513590335846,False,0.9999960660934448,0.974509596824646,-0.0254864692687988
A0,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1732.png,0,0,0,zero,0.9997809529304504,False,0.9999449253082277,0.999725878238678,-0.0002190470695495
